cellid,enodebid,physcellid,time_timestamp,localcellid,eutrancellid1,eutrancellid2,eutrancellid3,avg_dlrsrp_s,avg_dlrsrq_s,avg_longitude,avg_latitude,avg_dlearfcn,avg_dlrsrp_d1,avg_dlrsrq_d1,avg_dlrsrp_d2,avg_dlrsrq_d2,avg_dlrsrp_d3,avg_dlrsrq_d3,avg_dlcqi,avg_ta
0,21955,417,00:01.0,0,5492172,5604608,,-119,-18.5,80.391125,8.363429,1725,-122,-20,-124,-20,,,3,17
2,23694,223,00:58.0,2,6065686,5295872,,-109,-13.5,79.964862,7.000974,1725,-110,-15,-116,-20,,,,8
0,27095,204,01:30.0,0,6936321,,,-95,-12,79.826169,8.042107,1725,-103,-18.5,,,,,12,2
0,20697,339,00:23.0,0,5298453,,,-94.4,-14.3,79.950896,7.172911,1725,-98.3,-16.3,,,,,9.3,4.5
21,20697,341,01:41.0,21,5298432,,,-91.4,-14.3,79.952013,7.172175,1725,-94.3,-16,,,,,8.1,6.6
0,23905,252,00:54.0,0,6119682,,,-76,-14,81.706785,7.718218,1725,-81,-18.5,,,,,,11
0,21955,417,00:59.0,0,5492172,,,-109.3,-14.9,80.387213,8.365031,1725,-114.3,-19.8,,,,,7.5,17
0,23130,334,00:06.0,0,7095810,5921281,5217292,-97,-15,80.653889,7.902886,1725,-103,-20,-103,-20,-104,-20,12,24
2,23065,158,01:00.0,2,5601024,,,-113,-15,80.231884,8.235621,1725,-120,-20,,,,,14,36
21,20789,278,01:29.0,21,6187776,,,-108,-13.7,80.306659,7.342158,1725,-112.7,-18,,,,,8,22
0,21595,147,01:31.0,0,5568514,6017792,6781953,-110,-16,79.888913,7.278385,1725,-117,-20,-117,-20,-118,-20,,12
21,20501,213,01:13.0,21,5128960,7080448,,-110,-13.5,79.865851,6.916913,1725,-114,-16,-116,-18.5,,,9,3
0,27095,204,00:25.0,0,5564160,,,-102,-14,79.832664,8.048321,1725,-108,-20,,,,,8,16
21,20049,178,00:39.0,21,5132545,,,-81.5,-10.4,79.855312,6.9226,1725,-89.8,-18.5,,,,,8.5,0.2
0,26431,3,00:44.0,0,5309699,5312023,5542934,-110,-14.5,80.196876,9.814506,1725,-112,-17,-113,-16,-117,-20,5,13
1,21661,257,00:35.0,1,5545237,,,-100,-13.5,80.524706,9.408652,1725,-101,-14.5,,,,,,4
21,20626,410,01:04.0,21,7106304,,,-97.3,-15.3,79.855264,6.933446,1725,-100.3,-16.7,,,,,8.3,1
21,20626,410,01:29.0,21,7106304,,,-95.5,-14.7,79.855592,6.933407,1725,-99.3,-16.4,,,,,9.3,2
21,20789,278,00:01.0,21,5413120,,,-107.1,-14.6,80.306066,7.338161,1725,-109.3,-16.2,,,,,6,23
0,24675,54,00:02.0,0,5918229,,,-108.4,-13.6,80.752857,8.244527,1725,-111.7,-15.3,,,,,11,26
2,20132,306,01:06.0,2,5308162,5308181,5296640,-108,-15.5,79.994894,7.088886,1725,-109,-14.5,-110,-16,-113,-20,,
0,20122,127,00:16.0,0,5151252,,,-76.8,-10,79.854085,6.898351,1725,-81.8,-13.6,,,,,11,0.5
0,20122,127,00:47.0,0,5151252,,,-79.6,-10.3,79.854003,6.898268,1725,-84.2,-13.7,,,,,10,0.8
20,20122,144,01:08.0,20,5151233,,,-85.5,-11.6,79.853739,6.897739,1725,-91.8,-16.4,,,,,7.7,1
0,20122,127,01:46.0,0,5151233,5151263,5151253,-96,-13.5,79.853712,6.897895,1725,-97,-15,-102,-17,-103,-19.5,6,0
1,24401,389,01:17.0,1,5218591,,,-97.5,-14,79.79019,7.583364,1725,-102.1,-18,,,,,9.8,3.1
82,21700,446,00:55.0,82,5327954,5328209,6390865,-107,-16,79.905562,8.978932,525,-109,-17.5,-111,-20,-112,-20,3,8
3,25084,117,00:32.0,3,7170069,7170059,,-100,-14.5,79.879147,6.85051,1725,-99,-15,-101,-17,,,,2
0,23223,249,01:05.0,0,5564682,,,-113,-17.5,79.876817,7.577944,1725,-120,-18.5,,,,,5,34
0,26456,235,00:23.0,0,6772737,5775638,,-104,-16.5,79.920531,7.342496,1725,-110,-20,-111,-20,,,9,22
1,21627,427,00:20.0,1,6925825,,,-106.3,-14.9,80.140642,7.177841,1725,-109.8,-17.6,,,,,8.3,12.2
1,21627,427,00:00.0,1,5536514,,,-97.5,-15.8,80.131182,7.167529,1725,-101,-15.8,,,,,10,20.5
2,26448,294,01:47.0,2,5889556,5194251,,-107,-15.5,80.042003,9.749873,1725,-113,-16,-114,-17,,,9,8
1,20774,435,00:11.0,1,5318144,,,-104.8,-14.6,80.045209,9.668641,1725,-109.2,-16.8,,,,,8.8,8.4
1,20610,5,01:20.0,1,5276162,5181440,,-85.9,-12.6,79.863478,6.863228,1725,-89.1,-15,-92.4,-18.7,,,9,2
40,21955,436,01:23.0,40,5492011,,,-114.2,-15.3,80.392111,8.365092,3650,-116.5,-17.3,,,,,9,26
3,25084,117,01:52.0,3,7170069,7170079,,-107,-16.5,79.877246,6.852545,1725,-109,-16,-109,-16.5,,,10,5
2,23155,270,00:26.0,2,5994772,5994753,4294967295,-103,-14,80.191406,9.803723,1725,-109,-20,-112,-20,-115,-20,,
2,24323,250,00:31.0,2,5297940,6377217,,-113,-17,79.894228,7.010193,1725,-117,-19.5,-117,-20,,,8,8
81,27252,413,01:02.0,81,6976602,,,-97.3,-12.4,81.807818,7.36487,525,-102.8,-16.9,,,,,9.7,6
12,24860,405,00:00.0,12,6243328,6371841,,-106,-13,79.858342,7.241827,1725,-113,-17.5,-113,-18.5,,,7,9
0,22627,246,01:36.0,0,5792513,,,-101,-14,81.182059,7.922673,1725,-102,-15.5,,,,,5,2
0,22627,246,00:43.0,0,6430723,,,-104.5,-11.8,81.208803,7.945405,1725,-110,-16.8,,,,,,69
2,21700,421,00:48.0,2,6390784,,,-99,-14,79.905219,8.982,1725,-99,-14.5,,,,,6,9
2,21700,421,01:14.0,2,6390784,,,-97,-12.5,79.905219,8.981999,1725,-101,-16.5,,,,,8,9
91,27252,201,00:58.0,91,5223288,,,-101,-11.3,81.806679,7.362243,525,-113,-20,,,,,12,5
22,24653,411,00:20.0,22,5231903,6311168,,-95,-14.5,81.73292,7.680876,1725,-96,-16,-100,-19.5,,,,8
2,23687,231,01:14.0,2,6231296,5899522,5488927,-109,-15,81.696565,7.362768,1725,-112,-19,-113,-19.5,-115,-20,4,86
0,20685,312,00:38.0,0,5295380,5305089,5295382,-93,-12,79.839631,7.210808,1725,-96,-14.5,-100,-18,-105,-20,7,1
2,23687,231,00:21.0,2,7108098,,,-101,-11,81.738841,7.343953,1725,-108,-19,,,,,6,16
2,22998,117,00:47.0,2,5994243,5294081,,-116,-17,80.101948,7.11409,1725,-113,-14,-116,-16,,,,14
21,20834,300,01:45.0,21,5333506,,,-107.3,-13.1,79.833704,7.395113,1725,-112.5,-17.7,,,,,7.3,10.4
21,20834,300,00:56.0,21,6182144,5333506,,-113,-14.5,79.833407,7.394495,1725,-115,-16,-116,-16.5,,,,
2,24183,41,00:19.0,2,6190849,,,-80.7,-14.3,80.013535,9.665622,1725,-85.1,-18.3,,,,,8.8,0.9
0,23861,45,00:09.0,0,4294967295,6381826,6381825,-108,-20,80.430591,7.529185,1725,-104,-16.5,-104,-16,-106,-17.5,,
0,21494,426,00:51.0,0,5236225,,,-95,-12.5,79.862789,6.932319,1725,-100.5,-17.5,,,,,7.5,1.5
3,20815,100,01:02.0,3,5328640,,,-111,-17,80.67158,7.855128,1725,-109.7,-15.7,,,,,,17
2,20773,85,00:58.0,2,5544194,5211393,,-103,-14,80.039396,9.652054,1725,-106,-16.5,-110,-20,,,8,12
21,20333,401,01:16.0,21,5205250,,,-95.5,-13.9,79.862396,6.86837,1725,-100.5,-17,,,,,10.5,1.7
21,20333,401,00:14.0,21,5205250,,,-90.3,-13.6,79.862545,6.868408,1725,-96.3,-17.1,,,,,10.5,2.8
1,21667,381,00:20.0,1,5825538,,,-111.3,-16.8,79.969021,7.310559,1725,-114,-18.3,,,,,7,17.5
90,27269,73,01:17.0,90,5224529,5222994,5196912,-100,-15.5,81.824095,7.419815,525,-103,-17,-103,-16.5,-105,-20,,10
0,23861,45,00:03.0,0,6756354,,,-96,-17,80.428907,7.52939,1725,-109,-20,,,,,8,13
0,26983,24,00:56.0,0,5274133,5162754,,-100,-15.5,79.867165,6.935828,1725,-102,-14.5,-102,-16,,,3,5
81,23878,394,01:54.0,81,4294967295,6940241,6361425,-118,-18,,,525,-115,-15,-115,-15,-118,-16.5,7,50
2,20427,395,01:01.0,2,5229343,,,-98.8,-13,81.522379,7.912936,1725,-104,-17,,,,,8.5,3
81,27073,248,01:10.0,81,5551698,5321296,,-107,-13.8,80.210242,7.434881,525,-108,-15,-111.5,-17.3,,,8.5,8.5
1,24183,40,01:59.0,1,6564610,6564609,6190848,-92,-13.3,80.013763,9.665041,1725,-96,-16.8,-97.5,-16.3,-99.5,-18.8,5,1
1,25070,292,01:00.0,1,6417920,,,-101,-12,79.854946,7.429137,1725,-105,-15.8,,,,,9,7
20,20737,343,01:03.0,20,5306388,,,-102,-11,79.875354,7.213061,1725,-108,-16,,,,,7,13
2,23315,398,00:28.0,2,5968662,5602560,,-111,-13.5,80.708024,8.301712,1725,-116,-17.5,-121,-20,,,3,22
2,20422,175,01:09.0,2,5227796,5611520,,-105,-15,80.403269,8.322573,1725,-106,-13.5,-117,-20,,,5,2
3,22705,33,00:45.0,3,6721793,6721794,5812480,-110,-17.5,80.015149,7.422482,1725,-115,-18,-116,-20,-117,-20,7,20
91,22967,192,01:37.0,91,5769808,,,-112.4,-12.5,80.048655,6.943255,525,-117.2,-18.5,,,,,,11
2,26426,399,00:32.0,2,6581506,6765077,,-77,-11,81.830675,7.406169,1725,-83,-14,-91,-20,,,,
21,26426,236,00:44.0,21,6765058,,,-85.5,-16,81.831805,7.406078,1725,-88,-13.5,,,,,8,4
1,20527,52,01:40.0,1,5274892,,,-98,-14.8,79.905744,6.939601,1725,-103,-18.8,,,,,6,7.5
3,24549,382,00:01.0,3,6143744,6284546,,-109,-13,79.843511,7.232965,1725,-112,-13.5,-112,-14,,,8,4
3,21700,449,01:44.0,3,5215252,5215233,,-102,-14.5,79.911153,8.978356,1725,-105,-18,-105,-19,,,,9
12,23596,335,00:26.0,12,4294967295,6040576,,-113,-17,80.467091,7.511153,1725,-119,-20,-120,-20,,,,20
0,26917,420,01:06.0,0,6890755,6890754,,-92,-16,80.217406,9.789477,1725,-105,-20,-105,-20,,,12,1
0,20723,127,01:22.0,0,6290433,,,-90,-12.5,79.84385,7.213705,1725,-95,-18.5,,,,,,
0,20559,114,00:14.0,0,5236480,6212118,,-104.5,-12.5,79.875886,6.97768,1725,-109.5,-17.5,-114,-20,,,7.5,2.5
1,24586,445,01:22.0,1,6294018,6294016,,-86,-15.5,81.53822,7.925139,1725,-90,-20,-92,-20,,,11,0
2,22977,416,00:40.0,2,5882143,,,-88.5,-12,79.969217,6.997881,1725,-91.5,-15.9,,,,,8,3
1,26890,175,01:30.0,1,6203395,5248534,6213888,-103,-12.5,79.943428,6.850307,1725,-107,-15.5,-109,-18.5,-110,-19.5,9,4
0,20697,339,00:43.0,0,5298453,5298433,,-89.7,-14.5,79.951229,7.173304,1725,-94.7,-16,-96.3,-18.2,,,7,5
0,21150,320,01:08.0,0,6193152,5329155,5944598,-110,-15,81.015278,7.946374,1725,-110,-13.5,-113,-18,-118,-20,,
32,20440,249,00:13.0,32,6114048,,,-98,-14.3,81.608964,7.773338,1725,-101.8,-17,,,,,8.3,4.3
12,20440,32,01:35.0,12,5767199,5232662,,-93,-14.5,81.606879,7.775493,1725,-100,-18,-101,-19.5,,,10,9
21,20501,213,00:58.0,21,6906880,5248257,,-85,-14,79.864762,6.918708,1725,-83,-10.5,-85,-13,,,,1
0,23457,324,01:17.0,0,6004994,,,-103,-14.5,81.015607,8.159829,1725,-106,-17.5,,,,,12,2
1,23457,325,01:15.0,1,6032386,,,-112.2,-16.4,81.021011,8.147617,1725,-115.9,-18.2,,,,,7.6,18
30,22528,153,01:29.0,30,5228801,,,-103.4,-15.7,81.605951,7.781184,1725,-103.8,-15.5,,,,,6,6
1,27073,179,01:28.0,1,5551618,,,-103,-12,80.21306,7.432168,1725,-108,-17,,,,,,
2,24027,443,00:28.0,2,6002432,6114816,,-105,-17,81.677998,7.731966,1725,-107,-16.5,-108,-19,,,6,11
2,20290,137,01:46.0,2,28956160,6430467,,-100,-12.5,80.023495,9.745638,1725,-105,-17.5,-107,-17.5,,,7,10
0,20782,282,01:11.0,0,5320193,,,-89.5,-11,80.407811,9.365959,1725,-100,-20,,,,,4,4.5
1,21973,386,00:20.0,1,6543104,,,-112.5,-14.6,80.370069,8.302266,1725,-115.5,-18,,,,,9,13.7
82,27306,308,01:28.0,82,6024272,,,-114,-13.5,81.076021,8.055526,525,-125,-20,,,,,7,33
80,27309,378,01:19.0,80,6975314,5874553,,-119,-13.5,81.167315,8.476284,525,-121,-17.5,-127,-20,,,8,5
0,25119,118,01:54.0,0,5541407,,,-110,-16,80.028461,9.743188,1725,-115,-20,,,,,8,13
82,27379,83,01:01.0,82,5894738,5894737,,-103,-13,80.271023,7.817785,525,-105,-15,-108,-18,,,,13
1,25070,292,01:07.0,1,5330691,6417920,,-110,-12.5,79.862873,7.425124,1725,-113,-14.5,-117,-18.5,,,9,19
2,20011,415,00:24.0,2,5122817,5122819,5122849,-87,-12,79.857661,6.90257,1725,-89,-13,-92,-15.5,-93,-16.5,,
0,23878,297,00:39.0,0,6112800,5570817,5335810,-93.7,-15.2,81.193432,8.595368,1725,-96,-16.5,-101,-19.3,-102.3,-20,7,9.5
1,24832,118,01:24.0,1,6108161,,,-97.7,-15.5,81.596083,7.79103,1725,-102.5,-18.1,,,,,9,8.3
0,20004,315,01:34.0,0,5121026,,,-75,-9.5,79.859372,6.910547,1725,-81,-15.5,,,,,5,0
0,26983,24,00:28.0,0,5274112,5501196,,-110,-13,79.864025,6.939324,1725,-113,-16.5,-116,-18,,,,
21,20768,198,01:49.0,21,5316610,5542923,,-111,-17.5,80.241138,9.807925,1725,-117,-20,-118,-20,,,,
0,27073,178,00:37.0,0,5917184,5554709,5554690,-114,-15,80.213628,7.45423,1725,-116,-16,-116,-14.5,-120,-20,7,22
81,24928,241,00:05.0,81,6165330,5323856,6391890,-102,-17.5,80.356622,7.479506,525,-101,-14.5,-106,-19.5,-106,-20,,
0,20475,369,00:08.0,0,5504769,,,-100,-12.5,79.865406,6.951428,1725,-104,-14.5,,,,,,
1,20117,382,01:08.0,1,4294967295,,,-77,-9,79.860029,6.921657,1725,-98,-20,,,,,,3
0,21692,54,01:47.0,0,5413151,,,-99,-14.5,80.293364,7.319776,1725,-105,-20,,,,,,39
2,20648,145,00:45.0,2,5298432,,,-96.4,-12.6,79.952542,7.17573,1725,-102,-16.3,,,,,7,6.5
2,20815,99,00:39.0,2,5328671,,,-96.7,-11.4,80.655812,7.856462,1725,-102.5,-17.3,,,,,6.7,4.2
1,20153,79,01:48.0,1,6046976,6046977,,-104,-13.3,79.998524,9.717951,1725,-107.3,-16,-111,-18.5,,,5,4.5
1,25649,20,01:29.0,1,5529345,5288459,,-111,-16,80.012486,7.047344,1725,-110,-15.5,-112,-17.5,,,,
2,24183,41,00:12.0,2,5543189,6167297,6190849,-107,-19,80.012946,9.665825,1725,-108,-20,-108,-18,-110,-20,,2
0,20004,315,00:03.0,0,5392128,6214656,5121026,-93,-15.5,79.858725,6.910235,1725,-94,-17,-94,-16,-94,-17.5,,3
0,20004,315,01:09.0,0,5121026,6202114,,-85,-12,79.858069,6.91181,1725,-87,-13.5,-93,-19,,,6,3
32,20648,313,01:19.0,32,5298434,5530142,,-106.5,-12.3,79.94879,7.176926,1725,-110.5,-15.5,-112.5,-17.8,,,7,13
1,20756,233,00:37.0,1,5313556,5316096,,-104,-15.5,80.047342,9.716846,1725,-106,-13,-111,-18,,,,6
0,22722,372,00:28.0,0,6059522,6935298,,-108,-15.5,79.89705,7.448355,1725,-109,-13,-111,-16,,,,20
1,24027,442,00:38.0,1,5820417,,,-107,-16,81.686805,7.727849,1725,-106,-14,,,,,,
0,23878,297,01:27.0,0,6581763,,,-94,-15,81.199694,8.595727,1725,-98,-19,,,,,6,19
2,21703,24,00:12.0,2,5556736,,,-109,-16.5,80.590089,7.712304,1725,-122,-20,,,,,5,15
0,20661,441,01:30.0,0,5302786,5944064,5302787,-95,-14.5,79.915663,7.007781,1725,-94,-15,-99,-19.5,-100,-17,6,14
53,23009,12,01:01.0,53,6927410,,,-111.7,-12.8,80.384499,7.68585,2530,-115.3,-17,,,,,9,39
0,20499,196,01:15.0,0,5247765,,,-54,-12,79.851818,6.937882,1725,-62,-20,,,,,9,0
0,21710,372,00:37.0,0,5557762,6476546,5556995,-110,-17,80.759241,9.221779,1725,-112,-17.5,-113,-19,-114,-20,5,19
0,20114,396,00:29.0,0,5122818,5149185,,-104,-14.5,79.856051,6.899286,1725,-108,-16,-109,-18,,,7,1
1,22980,278,01:24.0,1,5312021,5312011,,-105,-12.5,80.185999,9.812797,1725,-109,-18.5,-111,-20,,,10,10
1,23017,55,01:35.0,1,6019328,,,-107,-13,80.302893,7.479533,1725,-113,-20,,,,,5,43
3,20779,252,00:43.0,3,6787073,,,-114,-15.5,80.433407,7.32728,1725,-117,-18,,,,,6,98
1,20441,265,01:55.0,1,5232896,,,-93.8,-12.9,81.739916,7.668192,1725,-99.8,-18.1,,,,,11,2
0,22612,421,01:08.0,0,5623554,5788674,,-113,-12.5,80.540128,7.915799,1725,-118,-17,-119,-18,,,7,27
0,22612,421,00:23.0,0,5788673,,,-106.3,-13.3,80.539219,7.895942,1725,-110,-17,,,,,5,22
0,22612,421,00:39.0,0,5623554,,,-111.6,-14,80.551556,7.895691,1725,-115.4,-17.5,,,,,5.6,42.2
1,20507,62,00:51.0,1,7053312,5245442,,-85,-10,79.867517,6.920218,1725,-90,-15,-92,-17.5,,,,1
82,27379,83,00:49.0,82,5892689,6525777,,-111,-11,80.262779,7.800198,525,-117,-16.5,-123,-20,,,7,37
0,26990,423,01:54.0,0,6909460,,,-94.3,-12.3,,,1725,-97.8,-14.6,,,,,7,3
1,20810,247,00:10.0,1,5327362,5892097,5550850,-106,-17,80.339595,7.491778,1725,-106,-17.5,-107,-18.5,-108,-19,4,25
1,26991,286,01:39.0,1,5274902,5512736,5199360,-94,-14.5,79.903756,6.939389,1725,-98,-17.5,-99,-18.5,-100,-19.5,5,6
1,26991,286,00:56.0,1,5274902,5254913,7127808,-103,-13,79.902491,6.938692,1725,-107,-17,-108,-17,-108,-17.5,5,6
0,25688,376,00:35.0,0,5286156,,,-102.3,-12.5,80.130866,7.250582,1725,-108,-17.7,,,,,6,4
0,20536,60,00:18.0,0,5257217,6243840,5134338,-85,-12,79.845534,6.935364,1725,-90,-18,-92,-19,-93,-18.5,8,0
0,25708,159,00:41.0,0,5455888,,,-111,-15,80.325406,7.340872,1725,-115,-17.5,,,,,6,33
0,25708,159,00:48.0,0,5455888,5413121,,-109,-14.5,80.323019,7.338403,1725,-115,-20,-116,-19.5,,,6,33
0,25708,159,00:11.0,0,6581249,5413141,,-111,-15.2,80.311268,7.32467,1725,-112,-17,-114.7,-19.7,,,1,8
1,22587,202,00:48.0,1,5220384,6113026,,-118,-15,81.180285,8.500508,1725,-122,-19,-123,-20,,,9,7
1,20772,229,00:01.0,1,6190594,,,-103.3,-14,80.025414,9.660527,1725,-105.3,-15.3,,,,,9,3.5
92,20824,106,01:06.0,92,5561936,,,-114,-13.3,79.80899,7.632249,525,-118,-16.8,,,,,7.5,30.5
21,23649,128,01:00.0,21,6040833,,,-117,-14.5,80.520599,7.449321,1725,-124.5,-19.8,,,,,5.5,91
1,20774,435,00:23.0,1,5318146,5318144,,-105,-14.5,80.040509,9.668228,1725,-112,-17.5,-113,-20,,,7,6
20,20650,401,00:41.0,20,6246166,5286400,,-83,-12,80.070791,7.125115,1725,-96,-20,-96,-20,,,10,1
0,24461,51,01:26.0,0,5523713,6049813,6308096,-83,-11.5,80.094762,7.141308,1725,-87,-19,-88,-14.5,-88,-17.5,9,4
1,20610,5,00:53.0,1,5276162,,,-82.3,-12.8,79.863748,6.862985,1725,-85.6,-14.7,,,,,11,1.3
1,20723,168,00:21.0,1,6429184,5307137,,-95,-11.5,79.841797,7.210522,1725,-101,-16,-103,-20,,,8,2
2,27658,32,01:54.0,2,5234688,6206976,,-69,-10,79.860951,6.919362,1725,-70,-12.5,-77,-17.5,,,,
2,20212,440,00:08.0,2,5164055,5266709,,-92,-13.8,79.873383,6.877736,1725,-103.5,-19.8,-105,-20,,,10,3
220,20056,73,01:42.0,,5242569,,,-100,-11.5,79.845576,6.932118,39146,-106.3,-17.2,,,,,12.8,3
0,24227,98,01:31.0,0,5128962,7080450,,-90,-13,79.859034,6.923027,1725,-95,-18,-96,-14,,,,
0,20623,345,01:46.0,0,5234944,,,-89,-8.5,79.861702,6.947833,1725,-94,-11.5,,,,,13,1
2,23002,259,01:37.0,2,5771265,5888523,5810708,-105,-16.5,80.131639,7.014432,1725,-108,-18,-108,-18,-113,-20,5,30
1,21193,169,01:32.0,1,5128193,5425408,,-110,-10.5,79.856406,6.896291,1725,-113,-11,-116,-16.5,,,10,2
30,20303,327,00:29.0,30,5197569,5197578,,-101,-16.5,81.724809,7.687048,1725,-102,-20,-103,-20,,,6,3
2,20771,346,01:32.0,2,5916930,,,-105,-14.3,79.98765,9.738275,1725,-109.5,-18.3,,,,,,24
21,21610,199,01:19.0,21,5283606,6601217,,-109,-16.5,79.984515,7.033143,1725,-108,-15.5,-110,-17.5,,,5,21
2,26650,296,00:05.0,2,5284884,,,-99.6,-13.7,79.869968,7.269122,1725,-104.8,-17.7,,,,,11.3,6.2
2,26650,296,00:36.0,2,5284884,,,-92.8,-13.2,79.870212,7.269282,1725,-96.3,-17.1,,,,,9,6.2
41,20649,370,00:52.0,41,5286186,,,-107,-11,,,3650,-112,-16,,,,,7,26
22,21115,127,01:33.0,22,5197076,,,-88.5,-13.4,80.409379,8.334673,1725,-93,-15.5,,,,,7.5,3.3
22,21115,127,01:18.0,22,5405472,,,-95.6,-12.7,80.40885,8.334626,1725,-99.4,-16,,,,,9,3.9
21,21115,400,01:20.0,21,5405472,5405451,,-98,-19,80.409911,8.332811,1725,-99,-17,-100,-18.5,,,11,0
2,20858,177,01:47.0,2,5339649,,,-86.7,-14.5,80.499003,8.76177,1725,-91.4,-17.7,,,,,11.5,1.2
11,20424,126,01:51.0,11,5228575,,,-105,-12.5,81.561058,7.915372,1725,-107,-15.5,,,,,,6
0,25629,116,00:49.0,0,5901825,5794049,,-113,-17,80.33267,8.181213,1725,-114,-18,-118,-20,,,5,38
2,20212,440,00:29.0,2,5266709,,,-96,-14,79.873747,6.877761,1725,-102.5,-19.3,,,,,10,2.5
2,20212,440,00:39.0,2,5266709,5164055,,-102,-14,79.873193,6.878176,1725,-106,-15.5,-108,-16.5,,,10,3
0,25629,116,00:44.0,0,5901826,,,-102.5,-13,80.318343,8.172106,1725,-107.5,-17,,,,,6.2,13.3
0,24227,98,00:51.0,0,5128962,7080450,,-95,-13.8,79.860353,6.919512,1725,-97.5,-14.8,-100,-14.8,,,6.5,8.5
10,24045,95,01:12.0,10,6155521,6155550,,-97,-9,81.502759,7.94361,1725,-108,-18,-108,-18,,,7,5
3,20646,274,00:36.0,3,5302048,,,-109,-12.5,79.934314,6.988155,1725,-114,-16.5,,,,,7,9
22,20771,347,01:48.0,22,5879809,,,-109.6,-13.9,79.981027,9.74576,1725,-112.7,-15.6,,,,,5.7,12.8
2,20086,71,00:24.0,2,6126613,6126593,6154755,-107.3,-14.7,79.850915,6.904057,1725,-106,-15,-106.3,-14.7,-108.3,-15.5,6,6.5
0,23882,408,00:18.0,0,6344706,5820426,,-104,-13,81.699922,7.730379,1725,-108,-15,-109,-16.5,,,6,6
1,21193,169,00:23.0,1,6152704,,,-82.7,-11.6,79.856832,6.896138,1725,-88.4,-17.1,,,,,8,2.3
0,25766,114,00:09.0,0,5545236,5545472,,-121,-20,80.584874,9.426518,1725,-117,-16.5,-121,-19,,,1,111
12,20300,259,00:22.0,12,5196832,5196800,5222913,-114,-17.5,81.824956,7.417051,1725,-115,-19.5,-116,-20,-118,-20,,4
22,20300,258,00:33.0,22,5196832,5196802,,-106,-14,81.825817,7.414438,1725,-105,-12.5,-112,-19,,,6,1
22,20300,258,00:46.0,22,5196832,5196812,,-92,-11,81.825639,7.415573,1725,-101,-20,-102,-20,,,7,1
2,21456,189,00:11.0,2,5904897,,,-101,-16.5,81.676932,7.591221,1725,-100,-14.5,,,,,5,51
0,23520,180,01:07.0,0,5305866,,,-104.2,-16.2,79.909625,7.142487,1725,-108.8,-19.5,,,,,,10
1,23156,89,01:58.0,1,5267723,,,-101,-12.5,79.958606,6.915946,1725,-108,-15.5,,,,,11,6
3,20007,38,00:34.0,3,5121812,5121792,,-82,-12,79.860678,6.895106,1725,-86,-15,-86,-15.5,,,6,1
30,20425,409,01:09.0,30,6114048,,,-100.3,-15.3,81.614148,7.782054,1725,-103.3,-16.5,,,,,4.5,12.5
0,20253,280,01:39.0,0,6259203,6914818,,-97,-13.5,79.861865,6.87124,1725,-101,-17,-102,-17.5,,,6,0
2,26650,296,00:51.0,2,5284884,,,-97.5,-13.4,79.870561,7.268953,1725,-104.3,-18.4,,,,,10.8,5
1,21457,314,01:29.0,1,5155841,5155861,,-122,-15,81.699219,7.713114,1725,-123,-16,-124,-16.5,,,,4
12,24860,405,01:45.0,12,5410325,6371850,,-102.3,-15.9,79.854186,7.242844,1725,-100.5,-14.4,-103.8,-17.9,,,6,13.3
12,20649,131,00:58.0,12,5410836,6576128,,-112,-15,80.136094,7.269717,1725,-114.3,-17,-114.3,-17.7,,,7,28.5
11,21115,401,00:41.0,11,5604608,,,-112,-17,80.395406,8.333463,1725,-112,-17,,,,,4,23
21,21115,400,01:36.0,21,5405472,5405451,,-97,-18,80.409804,8.332874,1725,-99,-17,-100,-17,,,10,0
12,20393,259,01:51.0,12,5337366,5337347,,-96.3,-14.7,80.496381,8.753355,1725,-98.3,-15,-99.7,-16.3,,,9,3.5
12,20254,386,00:30.0,12,6350081,,,-87,-12,79.890031,6.985259,1725,-90,-15,,,,,5,9
1,24586,445,01:40.0,1,6130688,,,-101,-13.3,81.538984,7.922406,1725,-104.5,-17,,,,,9.5,6
2,20424,128,01:03.0,2,5228547,,,-104.1,-11.8,81.552665,7.921402,1725,-108.9,-16,,,,,9.7,14.6
11,20424,126,01:05.0,11,5228575,,,-106,-12.5,81.560848,7.915818,1725,-110,-17,,,,,,6
1,21574,375,01:44.0,1,5289473,5411841,,-115,-19.5,79.862214,7.070308,1725,-113,-18,-117,-20,,,6,11
21,20309,300,00:31.0,21,5199105,5272066,5308930,-112,-17,79.890024,6.932359,1725,-111,-17,-115,-19.5,-116,-20,3,4
22,20160,169,01:59.0,22,5152002,5144577,5592576,-104,-16,79.850419,6.916806,1725,-107,-18.5,-107,-18,-108,-18.5,3,5
3,21585,112,01:08.0,3,4294967295,,,-106.5,-15.4,80.144454,7.131101,1725,-108.7,-18.1,,,,,8,14
2,20855,156,01:39.0,2,5339052,,,-104,-16.5,80.481689,8.775369,1725,-106,-17.5,,,,,,8
0,24227,98,00:08.0,0,5124096,5124097,,-73,-10.5,79.859028,6.914902,1725,-82,-19,-82,-19,,,,
30,24045,144,01:40.0,30,6127104,,,-108.2,-13.3,81.527553,7.946423,1725,-112.9,-18.1,,,,,8,41
0,21657,93,01:22.0,0,5544193,,,-106.3,-14.8,80.054009,9.656642,1725,-110.4,-17.8,,,,,11.3,9
0,22928,366,01:45.0,0,5603586,,,-117,-18.5,80.492719,8.313964,1725,-117,-18,,,,,,50
